Ruta,Texto original,Traducción
CommonEvent[166].command[4014].textData,\N[6] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4019],____TEXT____,
CommonEvent[166].command[4020].textData,\N[6] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4025],____TEXT____,
CommonEvent[166].command[4026].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4031],____TEXT____,
CommonEvent[166].command[4032].textData,\N[6] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4037],____TEXT____,
CommonEvent[166].command[4038].textData,\N[6] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4043],____TEXT____,
CommonEvent[166].command[4044].textData,\N[6] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4049],____TEXT____,
CommonEvent[166].command[4050].textData,\N[6] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4058],____TEXT____,
CommonEvent[166].command[4059].textData,\N[6] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4064],____TEXT____,
CommonEvent[166].command[4065].textData,\N[6] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4070],____TEXT____,
CommonEvent[166].command[4071].textData,\N[6] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4076],____TEXT____,
CommonEvent[166].command[4077].textData,\N[6] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4082],____TEXT____,
CommonEvent[166].command[4083].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4088],____TEXT____,
CommonEvent[166].command[4089].textData,\N[6] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4094],____TEXT____,
CommonEvent[166].command[4095].textData,\N[6] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4100],____TEXT____,
CommonEvent[166].command[4101].textData,\N[6] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4106],____TEXT____,
CommonEvent[166].command[4107].textData,\N[6] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4126].textComment,//////Ghoul skin,
CommonEvent[166].command[4134],____TEXT____,
CommonEvent[166].command[4135].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4140],____TEXT____,
CommonEvent[166].command[4141].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4146],____TEXT____,
CommonEvent[166].command[4147].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4152],____TEXT____,
CommonEvent[166].command[4153].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4169],____TEXT____,
CommonEvent[166].command[4170].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4175],____TEXT____,
CommonEvent[166].command[4176].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4181],____TEXT____,
CommonEvent[166].command[4182].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4187],____TEXT____,
CommonEvent[166].command[4188].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4265],____TEXT____,
CommonEvent[166].command[4266].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4271],____TEXT____,
CommonEvent[166].command[4272].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4277],____TEXT____,
CommonEvent[166].command[4278].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4283],____TEXT____,
CommonEvent[166].command[4284].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4289],____TEXT____,
CommonEvent[166].command[4290].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4295],____TEXT____,
CommonEvent[166].command[4296].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4301],____TEXT____,
CommonEvent[166].command[4302].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4307],____TEXT____,
CommonEvent[166].command[4308].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4313],____TEXT____,
CommonEvent[166].command[4314].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4322],____TEXT____,
CommonEvent[166].command[4323].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4328],____TEXT____,
CommonEvent[166].command[4329].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4334],____TEXT____,
CommonEvent[166].command[4335].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4340],____TEXT____,
CommonEvent[166].command[4341].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4346],____TEXT____,
CommonEvent[166].command[4347].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4352],____TEXT____,
CommonEvent[166].command[4353].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4358],____TEXT____,
CommonEvent[166].command[4359].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4364],____TEXT____,
CommonEvent[166].command[4365].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4370],____TEXT____,
CommonEvent[166].command[4371].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4382].textComment,Guard skin,
CommonEvent[166].command[4389],____TEXT____,
CommonEvent[166].command[4390].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4395],____TEXT____,
CommonEvent[166].command[4396].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4401],____TEXT____,
CommonEvent[166].command[4402].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4407],____TEXT____,
CommonEvent[166].command[4408].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4424],____TEXT____,
CommonEvent[166].command[4425].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4430],____TEXT____,
CommonEvent[166].command[4431].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4436],____TEXT____,
CommonEvent[166].command[4437].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4442],____TEXT____,
CommonEvent[166].command[4443].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4520],____TEXT____,
CommonEvent[166].command[4521].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4526],____TEXT____,
CommonEvent[166].command[4527].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4532],____TEXT____,
CommonEvent[166].command[4533].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4538],____TEXT____,
CommonEvent[166].command[4539].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4544],____TEXT____,
CommonEvent[166].command[4545].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4550],____TEXT____,
CommonEvent[166].command[4551].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4556],____TEXT____,
CommonEvent[166].command[4557].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4562],____TEXT____,
CommonEvent[166].command[4563].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4568],____TEXT____,
CommonEvent[166].command[4569].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4577],____TEXT____,
CommonEvent[166].command[4578].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4583],____TEXT____,
CommonEvent[166].command[4584].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4589],____TEXT____,
CommonEvent[166].command[4590].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4595],____TEXT____,
CommonEvent[166].command[4596].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4601],____TEXT____,
CommonEvent[166].command[4602].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4607],____TEXT____,
CommonEvent[166].command[4608].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4613],____TEXT____,
CommonEvent[166].command[4614].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4619],____TEXT____,
CommonEvent[166].command[4620].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4625],____TEXT____,
CommonEvent[166].command[4626].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4637].textComment,Priest robe,
CommonEvent[166].command[4644],____TEXT____,
CommonEvent[166].command[4645].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4650],____TEXT____,
CommonEvent[166].command[4651].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4656],____TEXT____,
CommonEvent[166].command[4657].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4662],____TEXT____,
CommonEvent[166].command[4663].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4679],____TEXT____,
CommonEvent[166].command[4680].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4685],____TEXT____,
CommonEvent[166].command[4686].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4691],____TEXT____,
CommonEvent[166].command[4692].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4697],____TEXT____,
CommonEvent[166].command[4698].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4775],____TEXT____,
CommonEvent[166].command[4776].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4781],____TEXT____,
CommonEvent[166].command[4782].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4787],____TEXT____,
CommonEvent[166].command[4788].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4793],____TEXT____,
CommonEvent[166].command[4794].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4799],____TEXT____,
CommonEvent[166].command[4800].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4805],____TEXT____,
CommonEvent[166].command[4806].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4811],____TEXT____,
CommonEvent[166].command[4812].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4817],____TEXT____,
CommonEvent[166].command[4818].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4823],____TEXT____,
CommonEvent[166].command[4824].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4832],____TEXT____,
CommonEvent[166].command[4833].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[4838],____TEXT____,
CommonEvent[166].command[4839].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[4844],____TEXT____,
CommonEvent[166].command[4845].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[4850],____TEXT____,
CommonEvent[166].command[4851].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[4856],____TEXT____,
CommonEvent[166].command[4857].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[4862],____TEXT____,
CommonEvent[166].command[4863].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[4868],____TEXT____,
CommonEvent[166].command[4869].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[4874],____TEXT____,
CommonEvent[166].command[4875].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[4880],____TEXT____,
CommonEvent[166].command[4881].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[4892].textComment,No skin,
CommonEvent[166].command[4897],____TEXT____,
CommonEvent[166].command[4898].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4903],____TEXT____,
CommonEvent[166].command[4904].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4909],____TEXT____,
CommonEvent[166].command[4910].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4915],____TEXT____,
CommonEvent[166].command[4916].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[4932],____TEXT____,
CommonEvent[166].command[4933].textData,\N[9] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[166].command[4938],____TEXT____,
CommonEvent[166].command[4939].textData,\N[9] не может держать \c[2]Копье\c[0] одной рукой!,
CommonEvent[166].command[4944],____TEXT____,
CommonEvent[166].command[4945].textData,\N[9] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[166].command[4950],____TEXT____,
CommonEvent[166].command[4951].textData,\N[9] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[166].command[5028],____TEXT____,
CommonEvent[166].command[5029].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[5034],____TEXT____,
CommonEvent[166].command[5035].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[5040],____TEXT____,
CommonEvent[166].command[5041].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[5046],____TEXT____,
CommonEvent[166].command[5047].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[5052],____TEXT____,
CommonEvent[166].command[5053].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[5058],____TEXT____,
CommonEvent[166].command[5059].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[5064],____TEXT____,
CommonEvent[166].command[5065].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[5070],____TEXT____,
CommonEvent[166].command[5071].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[5076],____TEXT____,
CommonEvent[166].command[5077].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[166].command[5085],____TEXT____,
CommonEvent[166].command[5086].textData,\N[9] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[166].command[5091],____TEXT____,
CommonEvent[166].command[5092].textData,\N[9] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[166].command[5097],____TEXT____,
CommonEvent[166].command[5098].textData,\N[9] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[166].command[5103],____TEXT____,
CommonEvent[166].command[5104].textData,\N[9] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[166].command[5109],____TEXT____,
CommonEvent[166].command[5110].textData,\N[9] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[166].command[5115],____TEXT____,
CommonEvent[166].command[5116].textData,\N[9] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[166].command[5121],____TEXT____,
CommonEvent[166].command[5122].textData,\N[9] не может держать \c[2]Булаву\c[0] без рук!,
CommonEvent[166].command[5127],____TEXT____,
CommonEvent[166].command[5128].textData,\N[9] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[166].command[5133],____TEXT____,
CommonEvent[166].command[5134].textData,\N[9] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[2].textComment,//////Ghoul skin,
CommonEvent[167].command[10],____TEXT____,
CommonEvent[167].command[11].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[16],____TEXT____,
CommonEvent[167].command[17].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[22],____TEXT____,
CommonEvent[167].command[23].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[28],____TEXT____,
CommonEvent[167].command[29].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[34],____TEXT____,
CommonEvent[167].command[35].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[36].textData,одной рукой!,
CommonEvent[167].command[41],____TEXT____,
CommonEvent[167].command[42].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[43].textData,одной рукой!,
CommonEvent[167].command[48],____TEXT____,
CommonEvent[167].command[49].textData,\N[1] не может держать \c[2]Короткий лук\c[0] лишь ,
CommonEvent[167].command[50].textData,одной рукой!,
CommonEvent[167].command[55],____TEXT____,
CommonEvent[167].command[56].textData,\N[1] не может держать \c[2]Короткий лук\c[0] лишь ,
CommonEvent[167].command[57].textData,одной рукой!,
CommonEvent[167].command[93],____TEXT____,
CommonEvent[167].command[94].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[99],____TEXT____,
CommonEvent[167].command[100].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[105],____TEXT____,
CommonEvent[167].command[106].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[111],____TEXT____,
CommonEvent[167].command[112].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[117],____TEXT____,
CommonEvent[167].command[118].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[119].textData,одной рукой!,
CommonEvent[167].command[124],____TEXT____,
CommonEvent[167].command[125].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[126].textData,одной рукой!,
CommonEvent[167].command[131],____TEXT____,
CommonEvent[167].command[132].textData,\N[1] не может держать \c[2]Короткий лук\c[0] лишь ,
CommonEvent[167].command[133].textData,одной рукой!,
CommonEvent[167].command[138],____TEXT____,
CommonEvent[167].command[139].textData,\N[1] не может держать \c[2]Короткий лук\c[0] лишь ,
CommonEvent[167].command[140].textData,одной рукой!,
CommonEvent[167].command[309],____TEXT____,
CommonEvent[167].command[310].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[315],____TEXT____,
CommonEvent[167].command[316].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[321],____TEXT____,
CommonEvent[167].command[322].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[327],____TEXT____,
CommonEvent[167].command[328].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[333],____TEXT____,
CommonEvent[167].command[334].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[339],____TEXT____,
CommonEvent[167].command[340].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[345],____TEXT____,
CommonEvent[167].command[346].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[351],____TEXT____,
CommonEvent[167].command[352].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[357],____TEXT____,
CommonEvent[167].command[358].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[363],____TEXT____,
CommonEvent[167].command[364].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[369],____TEXT____,
CommonEvent[167].command[370].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[375],____TEXT____,
CommonEvent[167].command[376].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[381],____TEXT____,
CommonEvent[167].command[382].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[387],____TEXT____,
CommonEvent[167].command[388].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[393],____TEXT____,
CommonEvent[167].command[394].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[399],____TEXT____,
CommonEvent[167].command[400].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[405],____TEXT____,
CommonEvent[167].command[406].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[411],____TEXT____,
CommonEvent[167].command[412].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[420],____TEXT____,
CommonEvent[167].command[421].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[426],____TEXT____,
CommonEvent[167].command[427].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[432],____TEXT____,
CommonEvent[167].command[433].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[438],____TEXT____,
CommonEvent[167].command[439].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[444],____TEXT____,
CommonEvent[167].command[445].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[450],____TEXT____,
CommonEvent[167].command[451].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[456],____TEXT____,
CommonEvent[167].command[457].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[462],____TEXT____,
CommonEvent[167].command[463].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[468],____TEXT____,
CommonEvent[167].command[469].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[474],____TEXT____,
CommonEvent[167].command[475].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
CommonEvent[167].command[480],____TEXT____,
CommonEvent[167].command[481].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[486],____TEXT____,
CommonEvent[167].command[487].textData,\N[1] не может держать \c[2]Булава\c[0] без рук!,
CommonEvent[167].command[492],____TEXT____,
CommonEvent[167].command[493].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[498],____TEXT____,
CommonEvent[167].command[499].textData,\N[1] не может держать \c[2]Тесак\c[0] без рук!,
CommonEvent[167].command[504],____TEXT____,
CommonEvent[167].command[505].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[510],____TEXT____,
CommonEvent[167].command[511].textData,\N[1] не может держать \c[2]Длинный меч\c[0] без рук!,
CommonEvent[167].command[516],____TEXT____,
CommonEvent[167].command[517].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[522],____TEXT____,
CommonEvent[167].command[523].textData,\N[1] не может держать \c[2]Восточный клинок\c[0] без рук!,
CommonEvent[167].command[534].textComment,Guard skin,
CommonEvent[167].command[541],____TEXT____,
CommonEvent[167].command[542].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[547],____TEXT____,
CommonEvent[167].command[548].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[553],____TEXT____,
CommonEvent[167].command[554].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[555].textData,одной рукой!,
CommonEvent[167].command[560],____TEXT____,
CommonEvent[167].command[561].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[562].textData,одной рукой!,
CommonEvent[167].command[567],____TEXT____,
CommonEvent[167].command[568].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[573],____TEXT____,
CommonEvent[167].command[574].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[579],____TEXT____,
CommonEvent[167].command[580].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[585],____TEXT____,
CommonEvent[167].command[586].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[622],____TEXT____,
CommonEvent[167].command[623].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[628],____TEXT____,
CommonEvent[167].command[629].textData,\N[1] не может держать \c[2]Грубый меч\c[0] одной рукой!,
CommonEvent[167].command[634],____TEXT____,
CommonEvent[167].command[635].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[636].textData,одной рукой!,
CommonEvent[167].command[641],____TEXT____,
CommonEvent[167].command[642].textData,\N[1] не может держать \c[2]Копье\c[0] ,
CommonEvent[167].command[643].textData,одной рукой!,
CommonEvent[167].command[648],____TEXT____,
CommonEvent[167].command[649].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[654],____TEXT____,
CommonEvent[167].command[655].textData,\N[1] не может держать \c[2]Клеймор\c[0] одной рукой!,
CommonEvent[167].command[660],____TEXT____,
CommonEvent[167].command[661].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[666],____TEXT____,
CommonEvent[167].command[667].textData,\N[1] не может держать \c[2]Короткий лук\c[0] одной рукой!,
CommonEvent[167].command[836],____TEXT____,
CommonEvent[167].command[837].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[842],____TEXT____,
CommonEvent[167].command[843].textData,\N[1] не может держать \c[2]Грубый меч\c[0] без рук!,
CommonEvent[167].command[848],____TEXT____,
CommonEvent[167].command[849].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[854],____TEXT____,
CommonEvent[167].command[855].textData,\N[1] не может держать \c[2]Копье\c[0] без рук!,
CommonEvent[167].command[860],____TEXT____,
CommonEvent[167].command[861].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[866],____TEXT____,
CommonEvent[167].command[867].textData,\N[1] не может держать \c[2]Клеймор\c[0] без рук!,
CommonEvent[167].command[872],____TEXT____,
CommonEvent[167].command[873].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[878],____TEXT____,
CommonEvent[167].command[879].textData,\N[1] не может держать \c[2]Короткий лук\c[0] без рук!,
CommonEvent[167].command[884],____TEXT____,
CommonEvent[167].command[885].textData,\N[1] не может держать \c[2]Короткий меч\c[0] без рук!,
