ID,source,target
Map029.Event[94].Page[7].list.command[7],____TEXT____,
Map029.Event[94].Page[7].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[94].Page[7].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[94].Page[7].list.command[23],____TEXT____,
Map029.Event[94].Page[7].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map029.Event[94].Page[7].list.command[25],___CHOICE___,
Map029.Event[94].Page[7].list.command[25].textChoice[0],Да,
Map029.Event[94].Page[7].list.command[25].textChoice[1],Нет,
Map029.Event[94].Page[7].list.command[72],____TEXT____,
Map029.Event[94].Page[7].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[94].Page[7].list.command[88],____TEXT____,
Map029.Event[94].Page[7].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[94].Page[7].list.command[90],___CHOICE___,
Map029.Event[94].Page[7].list.command[90].textChoice[0],Использовать,
Map029.Event[94].Page[7].list.command[90].textChoice[1],Нет,
Map029.Event[94].Page[7].list.command[145],____TEXT____,
Map029.Event[94].Page[7].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[94].Page[7].list.command[147],____TEXT____,
Map029.Event[94].Page[7].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[94].Page[7].list.command[163],____TEXT____,
Map029.Event[94].Page[7].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[94].Page[7].list.command[179],____TEXT____,
Map029.Event[94].Page[7].list.command[180].textData,Чудовище повержено...,
Map029.Event[94].Page[7].list.command[181],___CHOICE___,
Map029.Event[94].Page[7].list.command[181].textChoice[0],Ударить его,
Map029.Event[94].Page[7].list.command[181].textChoice[1],Обыскать его,
Map029.Event[94].Page[7].list.command[181].textChoice[2],Освежевать его,
Map029.Event[94].Page[7].list.command[181].textChoice[3],Оставить его,
Map029.Event[94].Page[7].list.command[187],____TEXT____,
Map029.Event[94].Page[7].list.command[188].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[94].Page[7].list.command[201],____TEXT____,
Map029.Event[94].Page[7].list.command[202].textData,Ты подбираешь \c[2]Кожу стража\c[0]!,
Map029.Event[94].Page[7].list.command[209],____TEXT____,
Map029.Event[94].Page[7].list.command[210].textData,Чудовище повержено...,
Map029.Event[94].Page[7].list.command[211],___CHOICE___,
Map029.Event[94].Page[7].list.command[211].textChoice[0],Ударить его,
Map029.Event[94].Page[7].list.command[211].textChoice[1],Обыскать его,
Map029.Event[94].Page[7].list.command[211].textChoice[2],Оставить его,
Map029.Event[94].Page[7].list.command[217],____TEXT____,
Map029.Event[94].Page[7].list.command[218].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[94].Page[8].list.command[2],____TEXT____,
Map029.Event[94].Page[8].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[94].Page[8].list.command[4],___CHOICE___,
Map029.Event[94].Page[8].list.command[4].textChoice[0],Да,
Map029.Event[94].Page[8].list.command[4].textChoice[1],Нет,
Map029.Event[94].Page[8].list.command[7],____TEXT____,
Map029.Event[94].Page[8].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[94].Page[8].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[94].Page[8].list.command[23],____TEXT____,
Map029.Event[94].Page[8].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map029.Event[94].Page[8].list.command[25],___CHOICE___,
Map029.Event[94].Page[8].list.command[25].textChoice[0],Да,
Map029.Event[94].Page[8].list.command[25].textChoice[1],Нет,
Map029.Event[94].Page[8].list.command[72],____TEXT____,
Map029.Event[94].Page[8].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[94].Page[8].list.command[88],____TEXT____,
Map029.Event[94].Page[8].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[94].Page[8].list.command[90],___CHOICE___,
Map029.Event[94].Page[8].list.command[90].textChoice[0],Использовать,
Map029.Event[94].Page[8].list.command[90].textChoice[1],Нет,
Map029.Event[94].Page[8].list.command[145],____TEXT____,
Map029.Event[94].Page[8].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[94].Page[8].list.command[147],____TEXT____,
Map029.Event[94].Page[8].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[94].Page[8].list.command[163],____TEXT____,
Map029.Event[94].Page[8].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[94].Page[8].list.command[179],____TEXT____,
Map029.Event[94].Page[8].list.command[180].textData,Чудовище повержено...,
Map029.Event[94].Page[8].list.command[181],___CHOICE___,
Map029.Event[94].Page[8].list.command[181].textChoice[0],Ударить его,
Map029.Event[94].Page[8].list.command[181].textChoice[1],Обыскать его,
Map029.Event[94].Page[8].list.command[181].textChoice[2],Освежевать его,
Map029.Event[94].Page[8].list.command[181].textChoice[3],Оставить его,
Map029.Event[94].Page[8].list.command[187],____TEXT____,
Map029.Event[94].Page[8].list.command[188].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[94].Page[8].list.command[191],____TEXT____,
Map029.Event[94].Page[8].list.command[192].textData,У него не осталось ничего полезного.,
Map029.Event[94].Page[8].list.command[201],____TEXT____,
Map029.Event[94].Page[8].list.command[202].textData,Ты подбираешь \c[2]Кожу стража\c[0]!,
Map029.Event[94].Page[8].list.command[209],____TEXT____,
Map029.Event[94].Page[8].list.command[210].textData,Чудовище повержено...,
Map029.Event[94].Page[8].list.command[211],___CHOICE___,
Map029.Event[94].Page[8].list.command[211].textChoice[0],Ударить его,
Map029.Event[94].Page[8].list.command[211].textChoice[1],Обыскать его,
Map029.Event[94].Page[8].list.command[211].textChoice[2],Оставить его,
Map029.Event[94].Page[8].list.command[217],____TEXT____,
Map029.Event[94].Page[8].list.command[218].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[94].Page[8].list.command[221],____TEXT____,
Map029.Event[94].Page[8].list.command[222].textData,У него не осталось ничего полезного.,
Map029.Event[94].Page[9].list.command[2],____TEXT____,
Map029.Event[94].Page[9].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[94].Page[9].list.command[4],___CHOICE___,
Map029.Event[94].Page[9].list.command[4].textChoice[0],Да,
Map029.Event[94].Page[9].list.command[4].textChoice[1],Нет,
Map029.Event[94].Page[9].list.command[7],____TEXT____,
Map029.Event[94].Page[9].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[94].Page[9].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[94].Page[9].list.command[22],____TEXT____,
Map029.Event[94].Page[9].list.command[23].textData,Осталась лишь груда мяса...,
Map029.Event[95].Page[0].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[1].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[2].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[3].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[4].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[5].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[6].list.command[0].textComment,<follower touch>,
Map029.Event[95].Page[7].list.command[2],____TEXT____,
Map029.Event[95].Page[7].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[95].Page[7].list.command[4],___CHOICE___,
Map029.Event[95].Page[7].list.command[4].textChoice[0],Да,
Map029.Event[95].Page[7].list.command[4].textChoice[1],Нет,
Map029.Event[95].Page[7].list.command[7],____TEXT____,
Map029.Event[95].Page[7].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[95].Page[7].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[95].Page[7].list.command[23],____TEXT____,
Map029.Event[95].Page[7].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки мертвого гуля.,
Map029.Event[95].Page[7].list.command[25],___CHOICE___,
Map029.Event[95].Page[7].list.command[25].textChoice[0],Да,
Map029.Event[95].Page[7].list.command[25].textChoice[1],Нет,
Map029.Event[95].Page[7].list.command[72],____TEXT____,
Map029.Event[95].Page[7].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[95].Page[7].list.command[88],____TEXT____,
Map029.Event[95].Page[7].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на гуле.,
Map029.Event[95].Page[7].list.command[90],___CHOICE___,
Map029.Event[95].Page[7].list.command[90].textChoice[0],Использовать,
Map029.Event[95].Page[7].list.command[90].textChoice[1],Нет,
Map029.Event[95].Page[7].list.command[144],____TEXT____,
Map029.Event[95].Page[7].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[95].Page[7].list.command[146],____TEXT____,
Map029.Event[95].Page[7].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[95].Page[7].list.command[161],____TEXT____,
Map029.Event[95].Page[7].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[95].Page[7].list.command[220],____TEXT____,
Map029.Event[95].Page[7].list.command[221].textData,Ты можешь использовать \c[2]Некромантию\c[0] на мертвеце...,
Map029.Event[95].Page[7].list.command[222],___CHOICE___,
Map029.Event[95].Page[7].list.command[222].textChoice[0],Использовать \c[2]Некромантию\c[0] ,
Map029.Event[95].Page[7].list.command[222].textChoice[1],Уйти,
Map029.Event[95].Page[7].list.command[226],____TEXT____,
Map029.Event[95].Page[7].list.command[227].textData,В твоём отряде нет места для новых гулей!,
Map029.Event[95].Page[7].list.command[241],____TEXT____,
Map029.Event[95].Page[7].list.command[242].textData,\c[2]Некромантия\c[0] прошла успешно!,
Map029.Event[95].Page[7].list.command[285],____TEXT____,
Map029.Event[95].Page[7].list.command[286].textData,Дай имя своему новому гулю!,
Map029.Event[95].Page[7].list.command[290],____TEXT____,
Map029.Event[95].Page[7].list.command[291].textData,\N[17] похоже ничего не помнит о своей прошлой жизни.,
Map029.Event[95].Page[7].list.command[292].textData,"а сам факт ""воскрешения"" его крайне озадачивает.",
Map029.Event[95].Page[7].list.command[293],____TEXT____,
Map029.Event[95].Page[7].list.command[294].textData,Он без стыда чешет свой пах.,
Map029.Event[95].Page[7].list.command[298].textComment,Necromancy,
Map029.Event[95].Page[7].list.command[302],___CHOICE___,
Map029.Event[95].Page[7].list.command[302].textChoice[0],ОРЁЛ,
Map029.Event[95].Page[7].list.command[302].textChoice[1],РЕШКА,
Map029.Event[95].Page[7].list.command[366],____TEXT____,
Map029.Event[95].Page[7].list.command[367].textData,\c[2]Некромантия\c[0] удалась!,
Map029.Event[95].Page[7].list.command[410],____TEXT____,
Map029.Event[95].Page[7].list.command[411].textData,Дай имя своему новому гулю!,
Map029.Event[95].Page[7].list.command[415],____TEXT____,
Map029.Event[95].Page[7].list.command[416].textData,\N[17] похоже ничего не помнит о своей прошлой жизни.,
Map029.Event[95].Page[7].list.command[417].textData,"а сам факт ""воскрешения"" его крайне озадачивает.",
Map029.Event[95].Page[7].list.command[418],____TEXT____,
Map029.Event[95].Page[7].list.command[419].textData,Он без стыда чешет свой пах.,
Map029.Event[95].Page[7].list.command[463],____TEXT____,
Map029.Event[95].Page[7].list.command[464].textData,\c[2]Некромантия\c[0] не удалась!,
Map029.Event[95].Page[7].list.command[514].textComment,Necromancy,
Map029.Event[95].Page[7].list.command[525],____TEXT____,
Map029.Event[95].Page[7].list.command[526].textData,Ты можешь использовать \c[2]Некромантию\c[0] на мертвеце...,
Map029.Event[95].Page[7].list.command[527],___CHOICE___,
Map029.Event[95].Page[7].list.command[527].textChoice[0],Использовать \c[2]Некромантию\c[0] ,
Map029.Event[95].Page[7].list.command[527].textChoice[1],Уйти,
Map029.Event[95].Page[7].list.command[529],____TEXT____,
Map029.Event[95].Page[7].list.command[530].textData,"У тебя недостаточно рассудка, для совершения этого акта. ",
Map029.Event[95].Page[7].list.command[540],____TEXT____,
Map029.Event[95].Page[7].list.command[541].textData,Что ты хочешь сделать с телом?,
Map029.Event[95].Page[7].list.command[542],___CHOICE___,
Map029.Event[95].Page[7].list.command[542].textChoice[0],Ударить его,
Map029.Event[95].Page[7].list.command[542].textChoice[1],Обыскать его,
Map029.Event[95].Page[7].list.command[542].textChoice[2],Освежевать его,
Map029.Event[95].Page[7].list.command[542].textChoice[3],Оставить его,
Map029.Event[95].Page[7].list.command[548],____TEXT____,
Map029.Event[95].Page[7].list.command[549].textData,Ты бьешь его костлявое тело,
Map029.Event[95].Page[7].list.command[552],____TEXT____,
Map029.Event[95].Page[7].list.command[553].textData,У узника нет ничего ценного.,
Map029.Event[95].Page[7].list.command[563],____TEXT____,
Map029.Event[95].Page[7].list.command[564].textData,Ты подбираешь \c[2]Бледную кожу\c[0]!,
Map029.Event[95].Page[7].list.command[571],____TEXT____,
Map029.Event[95].Page[7].list.command[572].textData,Что ты хочешь сделать с телом?,
Map029.Event[95].Page[7].list.command[573],___CHOICE___,
Map029.Event[95].Page[7].list.command[573].textChoice[0],Ударить его,
Map029.Event[95].Page[7].list.command[573].textChoice[1],Обыскать его,
Map029.Event[95].Page[7].list.command[573].textChoice[2],Оставить его,
Map029.Event[95].Page[7].list.command[579],____TEXT____,
Map029.Event[95].Page[7].list.command[580].textData,Ты бьешь его костлявое тело,
Map029.Event[95].Page[7].list.command[583],____TEXT____,
Map029.Event[95].Page[7].list.command[584].textData,У узника нет ничего ценного.,
Map029.Event[95].Page[8].list.command[2],____TEXT____,
Map029.Event[95].Page[8].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[95].Page[8].list.command[4],___CHOICE___,
Map029.Event[95].Page[8].list.command[4].textChoice[0],Да,
Map029.Event[95].Page[8].list.command[4].textChoice[1],Нет,
Map029.Event[95].Page[8].list.command[7],____TEXT____,
Map029.Event[95].Page[8].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[95].Page[8].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[95].Page[8].list.command[23],____TEXT____,
Map029.Event[95].Page[8].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки мертвого гуля.,
Map029.Event[95].Page[8].list.command[25],___CHOICE___,
Map029.Event[95].Page[8].list.command[25].textChoice[0],Да,
Map029.Event[95].Page[8].list.command[25].textChoice[1],Нет,
Map029.Event[95].Page[8].list.command[72],____TEXT____,
Map029.Event[95].Page[8].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[95].Page[8].list.command[88],____TEXT____,
Map029.Event[95].Page[8].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на гуле.,
Map029.Event[95].Page[8].list.command[90],___CHOICE___,
Map029.Event[95].Page[8].list.command[90].textChoice[0],Использовать,
Map029.Event[95].Page[8].list.command[90].textChoice[1],Нет,
Map029.Event[95].Page[8].list.command[144],____TEXT____,
Map029.Event[95].Page[8].list.command[145].textData,Дитя проросло из твоего семени!,
Map029.Event[95].Page[8].list.command[146],____TEXT____,
Map029.Event[95].Page[8].list.command[147].textData,Ты берёшь дитя с собой.,
Map029.Event[95].Page[8].list.command[161],____TEXT____,
Map029.Event[95].Page[8].list.command[162].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[95].Page[8].list.command[220],____TEXT____,
Map029.Event[95].Page[8].list.command[221].textData,Ты можешь использовать \c[2]Некромантию\c[0] на мертвеце...,
Map029.Event[95].Page[8].list.command[222],___CHOICE___,
Map029.Event[95].Page[8].list.command[222].textChoice[0],Использовать \c[2]Некромантию\c[0] ,
Map029.Event[95].Page[8].list.command[222].textChoice[1],Уйти,
Map029.Event[95].Page[8].list.command[226],____TEXT____,
Map029.Event[95].Page[8].list.command[227].textData,В твоём отряде нет места для новых гулей!,
Map029.Event[95].Page[8].list.command[240],____TEXT____,
Map029.Event[95].Page[8].list.command[241].textData,\c[2]Некромантия\c[0] прошла успешно!,
Map029.Event[95].Page[8].list.command[284],____TEXT____,
Map029.Event[95].Page[8].list.command[285].textData,Дай имя своему новому гулю!,
Map029.Event[95].Page[8].list.command[288],____TEXT____,
Map029.Event[95].Page[8].list.command[289].textData,\N[17] похоже ничего не помнит о своей прошлой жизни.,
Map029.Event[95].Page[8].list.command[290].textData,"а сам факт ""воскрешения"" его крайне озадачивает.",
Map029.Event[95].Page[8].list.command[291],____TEXT____,
Map029.Event[95].Page[8].list.command[292].textData,Он без стыда чешет свой пах.,
Map029.Event[95].Page[8].list.command[296].textComment,Necromancy,
Map029.Event[95].Page[8].list.command[300],___CHOICE___,
Map029.Event[95].Page[8].list.command[300].textChoice[0],ОРЁЛ,
Map029.Event[95].Page[8].list.command[300].textChoice[1],РЕШКА,
Map029.Event[95].Page[8].list.command[364],____TEXT____,
Map029.Event[95].Page[8].list.command[365].textData,\c[2]Некромантия\c[0] удалась!,
Map029.Event[95].Page[8].list.command[408],____TEXT____,
Map029.Event[95].Page[8].list.command[409].textData,Дай имя своему новому гулю!,
Map029.Event[95].Page[8].list.command[413],____TEXT____,
Map029.Event[95].Page[8].list.command[414].textData,\N[17] похоже ничего не помнит о своей прошлой жизни.,
Map029.Event[95].Page[8].list.command[415].textData,"а сам факт ""воскрешения"" его крайне озадачивает.",
Map029.Event[95].Page[8].list.command[416],____TEXT____,
Map029.Event[95].Page[8].list.command[417].textData,Он без стыда чешет свой пах.,
Map029.Event[95].Page[8].list.command[461],____TEXT____,
Map029.Event[95].Page[8].list.command[462].textData,\c[2]Некромантия\c[0] не удалась!,
Map029.Event[95].Page[8].list.command[512].textComment,Necromancy,
Map029.Event[95].Page[8].list.command[523],____TEXT____,
Map029.Event[95].Page[8].list.command[524].textData,Ты можешь использовать \c[2]Некромантию\c[0] на мертвеце...,
Map029.Event[95].Page[8].list.command[525],___CHOICE___,
Map029.Event[95].Page[8].list.command[525].textChoice[0],Использовать \c[2]Некромантию\c[0] ,
Map029.Event[95].Page[8].list.command[525].textChoice[1],Уйти,
Map029.Event[95].Page[8].list.command[527],____TEXT____,
Map029.Event[95].Page[8].list.command[528].textData,"У тебя недостаточно рассудка, для совершения этого акта. ",
Map029.Event[95].Page[8].list.command[538],____TEXT____,
Map029.Event[95].Page[8].list.command[539].textData,Что ты хочешь сделать с телом?,
Map029.Event[95].Page[8].list.command[540],___CHOICE___,
Map029.Event[95].Page[8].list.command[540].textChoice[0],Ударить его,
Map029.Event[95].Page[8].list.command[540].textChoice[1],Обыскать его,
Map029.Event[95].Page[8].list.command[540].textChoice[2],Освежевать его,
Map029.Event[95].Page[8].list.command[540].textChoice[3],Оставить его,
Map029.Event[95].Page[8].list.command[546],____TEXT____,
Map029.Event[95].Page[8].list.command[547].textData,Ты бьешь его костлявое тело,
Map029.Event[95].Page[8].list.command[550],____TEXT____,
Map029.Event[95].Page[8].list.command[551].textData,У него не осталось ничего полезного.,
Map029.Event[95].Page[8].list.command[560],____TEXT____,
Map029.Event[95].Page[8].list.command[561].textData,Ты подбираешь \c[2]Бледную кожу\c[0]!,
Map029.Event[95].Page[8].list.command[568],____TEXT____,
Map029.Event[95].Page[8].list.command[569].textData,Что ты хочешь сделать с телом?,
Map029.Event[95].Page[8].list.command[570],___CHOICE___,
Map029.Event[95].Page[8].list.command[570].textChoice[0],Ударить его,
Map029.Event[95].Page[8].list.command[570].textChoice[1],Обыскать его,
Map029.Event[95].Page[8].list.command[570].textChoice[2],Оставить его,
Map029.Event[95].Page[8].list.command[576],____TEXT____,
Map029.Event[95].Page[8].list.command[577].textData,Ты бьешь его костлявое тело,
Map029.Event[95].Page[8].list.command[580],____TEXT____,
Map029.Event[95].Page[8].list.command[581].textData,У него не осталось ничего полезного.,
Map029.Event[95].Page[9].list.command[2],____TEXT____,
Map029.Event[95].Page[9].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[95].Page[9].list.command[4],___CHOICE___,
Map029.Event[95].Page[9].list.command[4].textChoice[0],Да,
Map029.Event[95].Page[9].list.command[4].textChoice[1],Нет,
Map029.Event[95].Page[9].list.command[7],____TEXT____,
Map029.Event[95].Page[9].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[95].Page[9].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[95].Page[9].list.command[22],____TEXT____,
Map029.Event[95].Page[9].list.command[23].textData,Осталась лишь груда мяса...,
Map029.Event[96].Page[0].list.command[0],____TEXT____,
Map029.Event[96].Page[0].list.command[1].textData,Разнообразнейшая еда и ингредиенты на разных,
Map029.Event[96].Page[0].list.command[2].textData,стадиях разложения.,
Map029.Event[96].Page[1].list.command[0],____TEXT____,
Map029.Event[96].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[97].Page[0].list.command[0],____TEXT____,
Map029.Event[97].Page[0].list.command[1].textData,Разнообразнейшая еда и ингредиенты на разных,
Map029.Event[97].Page[0].list.command[2].textData,стадиях разложения.,
Map029.Event[97].Page[0].list.command[5],____TEXT____,
Map029.Event[97].Page[0].list.command[6].textData,Ты находишь \c[2]Яйцо\c[0].,
Map029.Event[97].Page[0].list.command[7].textData,Оно выглядит все ещё пригодным в пищу.,
Map029.Event[97].Page[0].list.command[11],____TEXT____,
Map029.Event[97].Page[0].list.command[12].textData,Ты находишь мешок \c[2]Муки\c[0].,
Map029.Event[97].Page[1].list.command[0],____TEXT____,
Map029.Event[97].Page[1].list.command[1].textData,На полке не осталось ничего ценного.,
Map029.Event[98].Page[0].list.command[0],____TEXT____,
Map029.Event[98].Page[0].list.command[1].textData,Пустое ведро. На его дне осталась грязь.,
Map029.Event[99].Page[0].list.command[0],____TEXT____,
Map029.Event[99].Page[0].list.command[1].textData,Ты ищешь в ящике что-нибудь полезное...,
Map029.Event[99].Page[1].list.command[0],____TEXT____,
Map029.Event[99].Page[1].list.command[1].textData,Ничего не осталось.,
Map029.Event[100].Page[0].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[1].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[2].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[3].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[4].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[5].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[6].list.command[0].textComment,<follower touch>,
Map029.Event[100].Page[7].list.command[2],____TEXT____,
Map029.Event[100].Page[7].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[100].Page[7].list.command[4],___CHOICE___,
Map029.Event[100].Page[7].list.command[4].textChoice[0],Да,
Map029.Event[100].Page[7].list.command[4].textChoice[1],Нет,
Map029.Event[100].Page[7].list.command[7],____TEXT____,
Map029.Event[100].Page[7].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[100].Page[7].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[100].Page[7].list.command[23],____TEXT____,
Map029.Event[100].Page[7].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map029.Event[100].Page[7].list.command[25],___CHOICE___,
Map029.Event[100].Page[7].list.command[25].textChoice[0],Да,
Map029.Event[100].Page[7].list.command[25].textChoice[1],Нет,
Map029.Event[100].Page[7].list.command[72],____TEXT____,
Map029.Event[100].Page[7].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[100].Page[7].list.command[88],____TEXT____,
Map029.Event[100].Page[7].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[100].Page[7].list.command[90],___CHOICE___,
Map029.Event[100].Page[7].list.command[90].textChoice[0],Использовать,
Map029.Event[100].Page[7].list.command[90].textChoice[1],Нет,
Map029.Event[100].Page[7].list.command[145],____TEXT____,
Map029.Event[100].Page[7].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[100].Page[7].list.command[147],____TEXT____,
Map029.Event[100].Page[7].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[100].Page[7].list.command[163],____TEXT____,
Map029.Event[100].Page[7].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[100].Page[7].list.command[179],____TEXT____,
Map029.Event[100].Page[7].list.command[180].textData,Чудовище повержено...,
Map029.Event[100].Page[7].list.command[181],___CHOICE___,
Map029.Event[100].Page[7].list.command[181].textChoice[0],Ударить его,
Map029.Event[100].Page[7].list.command[181].textChoice[1],Обыскать его,
Map029.Event[100].Page[7].list.command[181].textChoice[2],Освежевать его,
Map029.Event[100].Page[7].list.command[181].textChoice[3],Оставить его,
Map029.Event[100].Page[7].list.command[187],____TEXT____,
Map029.Event[100].Page[7].list.command[188].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[100].Page[7].list.command[201],____TEXT____,
Map029.Event[100].Page[7].list.command[202].textData,Ты подбираешь \c[2]Кожу стража\c[0]!,
Map029.Event[100].Page[7].list.command[209],____TEXT____,
Map029.Event[100].Page[7].list.command[210].textData,Чудовище повержено...,
Map029.Event[100].Page[7].list.command[211],___CHOICE___,
Map029.Event[100].Page[7].list.command[211].textChoice[0],Ударить его,
Map029.Event[100].Page[7].list.command[211].textChoice[1],Обыскать его,
Map029.Event[100].Page[7].list.command[211].textChoice[2],Оставить его,
Map029.Event[100].Page[7].list.command[217],____TEXT____,
Map029.Event[100].Page[7].list.command[218].textData,Никакой реакции. Но это приносит удовлетворение.,
Map029.Event[100].Page[8].list.command[2],____TEXT____,
Map029.Event[100].Page[8].list.command[3].textData,Ты можешь использовать здесь \c[2]Камень душ\c[0]...,
Map029.Event[100].Page[8].list.command[4],___CHOICE___,
Map029.Event[100].Page[8].list.command[4].textChoice[0],Да,
Map029.Event[100].Page[8].list.command[4].textChoice[1],Нет,
Map029.Event[100].Page[8].list.command[7],____TEXT____,
Map029.Event[100].Page[8].list.command[8].textData,\c[2]Камень душ\c[0] меняет свой облик.,
Map029.Event[100].Page[8].list.command[9].textData,Теперь он излучает слабый синий свет.,
Map029.Event[100].Page[8].list.command[23],____TEXT____,
Map029.Event[100].Page[8].list.command[24].textData,Ты можешь \c[2]Поглотить\c[0] останки стража.,
Map029.Event[100].Page[8].list.command[25],___CHOICE___,
Map029.Event[100].Page[8].list.command[25].textChoice[0],Да,
Map029.Event[100].Page[8].list.command[25].textChoice[1],Нет,
Map029.Event[100].Page[8].list.command[72],____TEXT____,
Map029.Event[100].Page[8].list.command[73].textData,Ты поглощаешь останки.,
Map029.Event[100].Page[8].list.command[88],____TEXT____,
Map029.Event[100].Page[8].list.command[89].textData,Ты можешь использовать \c[2]Семя демона\c[0] на страже.,
Map029.Event[100].Page[8].list.command[90],___CHOICE___,
Map029.Event[100].Page[8].list.command[90].textChoice[0],Использовать,
Map029.Event[100].Page[8].list.command[90].textChoice[1],Нет,
Map029.Event[100].Page[8].list.command[145],____TEXT____,
Map029.Event[100].Page[8].list.command[146].textData,Дитя проросло из твоего семени!,
Map029.Event[100].Page[8].list.command[147],____TEXT____,
Map029.Event[100].Page[8].list.command[148].textData,Ты берёшь дитя с собой.,
Map029.Event[100].Page[8].list.command[163],____TEXT____,
Map029.Event[100].Page[8].list.command[164].textData,"Тебе не хватает рассудка, для этого действия.",
Map029.Event[100].Page[8].list.command[179],____TEXT____,
Map029.Event[100].Page[8].list.command[180].textData,Чудовище повержено...,
Map029.Event[100].Page[8].list.command[181],___CHOICE___,
Map029.Event[100].Page[8].list.command[181].textChoice[0],Ударить его,
Map029.Event[100].Page[8].list.command[181].textChoice[1],Обыскать его,
Map029.Event[100].Page[8].list.command[181].textChoice[2],Освежевать его,
Map029.Event[100].Page[8].list.command[181].textChoice[3],Оставить его,
Map029.Event[100].Page[8].list.command[187],____TEXT____,
